RunNumber,Data Type,Data Record ID,Model,Time,Missile Position - East,Missile Position - North,Missile Position - Up,Target Position - East,Target Position - North,Target Position - Up,Instance,Path
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,165.142,100.1908542807456,-0.9228313079753426,1301.100082952312,-1550.807582059574,1516.745439620159,1639.394105274908,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,165.142,95.89198191517053,-1.325642723308092,2151.6370837838,-1319.826825344628,1921.487065409214,3828.301251763489,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,166.142,133.5747052338023,12.71421604544207,1617.687313266745,-975.8219077178102,639.8403455762349,2739.409600814084,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,166.142,99.12683164698612,19.35071516614723,1442.586079930438,-892.9881262257395,1369.826442100856,3686.215868443044,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,166.142,99.45687020947949,18.89431012165045,1556.415657095551,-1419.120599203206,813.8590277418172,1377.286598556215,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,166.142,56.62632723424696,14.17862559382339,1556.719553871384,-1130.5215946427,851.3447175059359,3158.219570284838,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,166.142,120.2618485735093,9.916375910213482,739.8952417130405,-1233.98912451145,1501.511112843571,2534.441931962135,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,166.142,102.6526277993096,16.01035814496785,1227.514469943877,-647.1908917775781,908.9702376898675,1044.76125804531,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,166.142,84.91393539027654,14.74832176194131,2189.118099536784,-1123.265987114855,1018.461640139676,2527.590723726129,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,166.142,69.96513338464584,13.99798698699963,1622.584171234713,-951.4160556329008,792.3777417591451,3031.528699742602,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,166.142,83.027124862637,18.42671602322815,1233.650896006711,-1081.027791303939,1045.306131826537,4012.190358115838,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,166.142,124.1407858481722,15.40580951237673,1032.338064860048,-1422.447642040587,1144.000107595174,2299.793104941801,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,166.142,117.8751165152457,11.87960637670191,1873.000952680663,-303.5219124340579,1581.02290079582,4038.56392979005,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,166.142,61.92278815174373,15.5418101959238,1646.347968587877,-496.3154939846798,664.736375999813,2628.935705223724,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,166.142,51.50495666217457,16.06435720783966,1323.875704848661,-831.7687570384265,1950.209674354308,3119.554311011002,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,166.142,92.84236089804111,15.58497832673536,1344.241526769058,-1490.952548772289,1462.785300170534,1702.691398425629,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,166.142,88.8587891191144,22.38774620366811,2222.98035059342,-1268.886734853492,1853.127730156427,3976.112632701394,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,167.142,125.0208092694657,26.18127732281936,1662.716099801972,-935.6824059889407,616.2375145464425,2826.81058430402,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,167.142,92.77891866676681,39.84724172918298,1482.740873826116,-856.2559129468556,1319.295427174108,3803.824747437403,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,167.142,93.0878221234567,38.90740658726028,1599.7389296518,-1360.746429393459,783.8368866769842,1421.228987903741,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,167.142,53.00007396154538,29.19680831295858,1600.051285480835,-1084.01866911522,819.9397808614636,3258.982704223635,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,167.142,112.5604852100193,20.41992890593494,760.4904362381479,-1183.230161011056,1446.122431384472,2615.303412985563,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,167.142,96.07892885590482,32.96873555812607,1261.682684395894,-620.5693128665552,875.4395747992951,1078.094411816184,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,167.142,79.47619200930137,30.36993399478856,2250.05282455814,-1077.061514069948,980.8919898843561,2608.233616650229,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,167.142,65.48468575007574,28.82483496882495,1667.749263204449,-912.2804653085701,763.148015812954,3128.249755898911,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,167.142,77.71020960499246,37.94453080148214,1267.989919623767,-1036.560746083072,1006.746225164683,4140.199467503478,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,167.142,116.1910219672221,31.72384123287403,1061.073488556301,-1363.936617502874,1101.799515800176,2373.168104845267,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,167.142,110.3265953959919,24.46263835086119,1925.136466995987,-291.0368285959731,1522.701138750464,4167.414489138946,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,167.142,57.95735856876588,32.00389559087081,1692.174532616833,-475.9000303931166,640.215164621762,2712.812014228438,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,167.142,48.20666721309995,33.07993112340246,1360.726161685355,-797.55474401299,1878.269119597642,3219.08382815645,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,167.142,86.8968946900853,32.09278796144607,1381.658872052207,-1429.623640355924,1408.82516072091,1757.015842188267,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,167.142,83.16842404354563,46.10113513064431,2284.857641005458,-1216.692291498035,1784.768394903641,4102.970680676983,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,168.142,117.9180276951862,39.64833860019664,1702.472062547613,-894.5545059576626,592.6346835166501,2899.775417013433,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,168.142,87.50788900507642,60.3437682922187,1518.193583370632,-818.619202708996,1268.76441224736,3902.007992502983,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,168.142,87.79924279308932,58.9205030528701,1637.989092320918,-1300.934849355398,753.8147456121511,1457.913347273259,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,168.142,49.98899163877675,44.21499103209376,1638.308916656877,-1036.370651828533,788.5348442169912,3343.102641065846,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,168.142,106.1656094688257,30.92348190165639,778.6739550331488,-1131.221304731855,1390.733749925372,2682.808882602952,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,168.142,90.62041639272476,49.92711297128428,1291.849836685835,-593.292202066252,841.9089119087224,1105.921878870362,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,168.142,74.9609274265801,45.99154622763579,2303.852157035591,-1029.719298383647,943.3223396290364,2675.556602690628,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,168.142,61.76431774045415,43.65168295065025,1707.625570160833,-872.1811970765862,733.9182898667628,3208.995250973751,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,168.142,73.29527541810788,57.46234557973613,1298.307879504239,-990.9987407825735,968.1863185028297,4247.065121398845,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,168.142,109.5898852864739,48.0418729533713,1086.444024203641,-1303.984812815077,1059.598924005178,2434.423646593559,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,168.142,104.0586331782571,37.04567032502047,1971.166967134454,-278.2443110544422,1464.379376705107,4274.982609450648,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,168.142,54.66463905317814,48.46598098581781,1732.634853946403,-454.9818547924934,615.6939532437108,2782.834348193555,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,168.142,45.46791172399868,50.09550503896524,1393.261468583162,-762.4982423931172,1806.328564840976,3302.173906530712,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,168.142,81.960039249192,48.60059759615676,1414.694685352526,-1366.784563991369,1354.865021271286,1802.367436562822,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,168.142,78.4433934401592,69.81452405762049,2339.48916545255,-1163.212607992957,1716.409059650854,4208.875395690256,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,169.142,111.898954728896,53.11539987757394,1738.061649252769,-852.4138692250882,569.0318524868576,2958.304098942322,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,169.142,83.04108796249857,80.84029485525447,1549.930892521964,-780.0557231066674,1218.233397320612,3980.765603639781,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,169.142,83.31756972675622,78.93359951847995,1672.230684947126,-1239.650464184544,723.7926045473181,1487.339676664768,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,169.142,47.43732592602541,59.23317375122897,1672.55719509966,-987.5493459515332,757.1299075725188,3410.57938081147,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,169.142,100.74643343278,41.42703489737787,794.9518634037736,-1077.931778214048,1335.345068466272,2736.958340814301,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,169.142,85.99473778221251,66.8854903844425,1318.855508487563,-565.343417506973,808.3782490181499,1128.243659207843,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,169.142,71.13458042417183,61.61315846048305,2352.013385582261,-981.2113241901096,905.7526893737166,2729.559681847325,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,169.142,58.61158577521195,58.47853093247559,1743.322889151334,-831.0945212550395,704.6885639205716,3273.765184967122,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,169.142,69.55395087724685,76.98016035799014,1325.448554446333,-944.3148130178257,929.6264118409763,4332.787319801937,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,169.142,103.995918623363,64.35990467386861,1109.155758892451,-1242.55675009149,1017.39833221018,2483.559730186677,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,169.142,98.74700680428637,49.62870229917976,2012.373527424314,-265.1367895373513,1406.05761465975,4361.268290725155,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,169.142,51.87430701007843,64.92806638076483,1768.854983321463,-433.5485883620733,591.1727418656596,2839.002707119075,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,169.142,43.14702251273211,67.11107895452805,1422.387115300026,-726.5785066722448,1734.38801008431,3368.824546133785,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,169.142,77.77642571525364,65.10840723086748,1444.26838601598,-1302.398133182225,1300.904881821662,1838.746181549294,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,169.142,74.4392855181692,93.52791298459671,2388.395373273107,-1108.416036481974,1648.049724398066,4293.826777741213,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,170.142,106.7141105914003,66.58246115495122,1770.275877648728,-809.2355580816491,545.4290214570652,3002.396630090688,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,170.142,79.19337464706364,101.3368214182902,1578.65819790329,-740.5426532968821,1167.702382393865,4040.097580847798,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,170.142,79.45704561377622,98.94669598408976,1703.224764609822,-1176.857007409458,693.7704634824851,1509.507976078269,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,170.142,45.23931485593172,74.25135647036416,1703.557326488215,-937.52586033209,725.7249709280466,3461.412923460506,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,170.142,96.07834197452561,51.93058789309931,809.6859557775927,-1023.330046131206,1279.956387007172,2777.751787619611,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,170.142,82.01016694215582,83.84386779760072,1343.299930576936,-536.7064198403319,774.8475861275774,1145.059752828628,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,170.142,67.83855578141223,77.23477069333029,2395.606946504612,-931.5088857585746,868.1830391183971,2770.242854120319,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,170.142,55.89581476884116,73.30537891430089,1775.634632375845,-788.9961238404359,675.4588379743806,3322.559557879023,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,170.142,66.33116479028772,96.49797513624412,1350.015175819278,-896.4813364802972,891.0665051791229,4397.366062712753,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,170.142,99.17726209252959,80.67793639436589,1129.713485920728,-1179.616077836117,975.1977404151819,2520.576355624621,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,170.142,94.17155888732529,62.21173427333904,2049.672009016321,-251.7065073616007,1347.735852614393,4426.271532962465,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,170.142,49.47070818076423,81.39015177571184,1801.639952978061,-411.5875474640476,566.6515304876085,2881.317091004997,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,170.142,41.14780288402753,84.12665287009085,1448.750451387353,-689.7742805047967,1662.447455327644,3419.03574696567,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,170.142,74.17265081063456,81.61621686557817,1471.037282086027,-1236.426245748837,1246.944742372038,1866.152077147683,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,170.142,70.99013718561038,117.2413019115729,2432.663258757808,-1052.270149809453,1579.69038914528,4357.824826829855,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,171.142,102.1874737494774,80.04952243232849,1799.699896998606,-764.9940207496209,521.8261904272728,3032.05301045853,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,171.142,75.83412210466848,121.8333479813259,1604.897311223664,-700.0566104943888,1117.171367467117,4080.003924127034,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,171.142,76.0866085831681,118.9597924496996,1731.53431741107,-1112.517319530208,663.748322417652,1524.418245513762,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,171.142,43.32033761669574,89.26953918949933,1731.872406850036,-886.2705924000312,694.3200342835742,3495.603269012955,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,171.142,92.00285692308762,62.43414088882076,823.1438667907438,-967.3837966284975,1224.567705548072,2805.189223018881,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,171.142,78.5314307091002,100.8022452107589,1365.627119038931,-507.3642624517047,741.3169232370047,1156.370159732718,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,171.142,64.9609559569732,92.85638292617752,2435.424686800704,-880.5825705060682,830.6133888630774,2797.606119509611,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,171.142,53.52480635168135,88.1322268961262,1805.147720387152,-745.8610921193134,646.2291120281893,3355.378369709455,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,171.142,63.5175060094257,116.0157899144981,1372.453979373838,-847.4700045890237,852.5065985172695,4440.801350131293,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,171.142,94.97032595277167,96.99596811486316,1148.490622235606,-1115.125549430812,932.9971486201837,2545.473522907391,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,171.142,90.17695643448876,74.79476624749832,2083.739913129833,-237.9455168429054,1289.414090569036,4469.992336162581,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,171.142,47.37224220465264,97.85223717065884,1831.585279301069,-389.0857361376954,542.1303191095574,2909.777499851321,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,171.142,39.40238084502279,101.1422267856536,1472.830348680754,-652.0637841272428,1590.506900570978,3452.807509026367,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
